EID,SR,com,com2
2-s2.0-84961054606,"Winkler T & Winiwarter W, (2015) Journal of Integrative Environmental Sciences",6,4
2-s2.0-84929170429,"Millett R, (2015) Visitor Studies",7,2
2-s2.0-84937899455,"Querol M et al., (2015) Producao",2,2
2-s2.0-84961864464,"Schmitt P & Van Well L, (2015) Territorial Governance Across Europe: Pathways,...",7,3
2-s2.0-84941964602,"Chaudhary P et al., (2015) International Journal of the Commons",3,2
2-s2.0-84933524163,"Mirkovic J et al., (2015) IEEE Security and Privacy",NA,NA
2-s2.0-84983429810,"Klitkou A, (2016) International Journal of Foresight and Innovati...",2,5
2-s2.0-84976439552,"Kundu D et al., (2016) Asian Journal of Technology Innovation",2,1
2-s2.0-84969132607,"Adkisson R & Steiner R, (2016) Journal of Economic Issues",1,4
2-s2.0-84964705649,"Ricard L, (2016) Science and Public Policy",2,5
2-s2.0-85022070252,"Casasnovas G & Ventresca M, (2016) Routledge Handbook of Social and Sustainable Fi...",1,2
2-s2.0-85011776820,"Morone P & Cottoni L, (2016) Handbook of Biofuels Production: Processes and ...",2,1
2-s2.0-84978032871,"Mallett A, (2016) Review of Policy Research",2,4
2-s2.0-84963682931,"Boyce A, (2016) Science and Technology Studies",2,2
2-s2.0-84962552189,"Njos R et al., (2016) Norsk Geografisk Tidsskrift",1,3
2-s2.0-84960217184,"Wilkie A & Michael M, (2016) Studio Studies: Operations, Topologies and Disp...",2,2
2-s2.0-85007602689,"Zahra S, (2016) Strategic Entrepreneurship Journal",7,3
2-s2.0-84963830466,"Wonglimpiyarat J, (2016) Journal of High Technology Management Research",1,3
2-s2.0-84990174327,"Chang Y & Chen M, (2016) Research Policy",1,2
2-s2.0-85008879516,"Grazzi M et al., (2016) Firm Innovation and Productivity in Latin Ameri...",1,3
2-s2.0-84957888369,"Khan M & Omprakash M, (2016) Global Nest Journal",6,2
2-s2.0-84987911875,"Jenkins M & Tallman S, (2016) Journal of Economic Geography",4,1
2-s2.0-84994226398,"Culotta D et al., (2016) Environment and Planning C: Government and Policy",2,3
2-s2.0-84978540592,"van der Meij M et al., (2016) International Journal of Lifelong Education",2,3
2-s2.0-84940063386,"Schiller F, (2016) Journal of Cleaner Production",2,3
2-s2.0-84986271677,"Welch D, (2016) Beyond Behaviour Change: Key Issues, Interdisci...",5,1
2-s2.0-84949761966,"Schelly C, (2016) Society and Natural Resources",5,3
2-s2.0-84978689263,"Veeck A et al., (2016) The Practice of the Meal: Food, Families and th...",5,1
2-s2.0-84957846330,"Bollden K, (2016) Studies in Continuing Education",5,1
2-s2.0-85045671505,"Pasqui G, (2016) Research for Development",5,6
2-s2.0-84987761235,"Axon S, (2016) International Journal of Sustainable Society",2,1
2-s2.0-84995390564,"Westerhoff L, (2016) Articulo - Journal of Urban Research",5,3
2-s2.0-84973375357,"Gibson B et al., (2016) Community Dental Health",NA,NA
2-s2.0-84975096794,"Dwiartama A, (2016) Dialogues in Human Geography",3,2
2-s2.0-84949494062,"Sica E, (2016) International Journal of Innovation and Sustain...",2,1
2-s2.0-84948067962,"Nunes B et al., (2016) Technology Analysis and Strategic Management",2,1
2-s2.0-84987624633,"Chiarini T & Da Silva A, (2016) International Journal of Innovation and Learning",1,1
2-s2.0-84989940572,"Wei T et al., (2016) International Journal of Simulation and Process...",1,1
2-s2.0-84978066681,"Chandrashekeran S, (2016) Environment and Planning A",2,1
2-s2.0-84986879688,"Moss T, (2016) Social Studies of Science",2,1
2-s2.0-84999864898,"Audet R, (2016) International Journal of Sustainable Development",2,1
2-s2.0-84957870197,"Rogers T, (2016) Energy for Sustainable Development",2,5
2-s2.0-84994837796,"Larisch L et al., (2016) Journal of Health, Organisation and Management",2,5
2-s2.0-85006664612,"Barnfield J, (2016) Crime at Work: Studies in Security and Crime Pr...",3,1
2-s2.0-85009724090,"Dalitz R & Toner P, (2016) Innovation and Development",1,1
2-s2.0-84987971117,"Doran J & Jordan D, (2016) Journal of Economic Studies",1,1
2-s2.0-84945586208,"Derwisch S et al., (2016) Futures",2,4
2-s2.0-84959454770,"Yun J et al., (2016) Transactions on Electrical and Electronic Mater...",2,4
2-s2.0-85007137826,"Taylor L, (2016) New Theories in Growth and Development",1,4
2-s2.0-85050190994,"Darkin S & Kvint V, (2016) The Russian Far East: Strategic Priorities for ...",NA,NA
2-s2.0-85009659119,"Mele C et al., (2016) Innovating in Practice: Perspectives and Experi...",7,3
2-s2.0-84982976370,"Rothaermel F, (2016) Advances in the Study of Entrepreneurship, Inno...",1,2
2-s2.0-85018059782,"Edelenbos J & van Meerkerk I, (2016) Critical Reflections on Interactive Governance:...",3,1
2-s2.0-84959574610,"Rzevski G et al., (2016) International Journal of Design and Nature and ...",3,5
2-s2.0-85006208747,"Bammer G, (2016) Journal of Environmental Studies and Sciences",NA,NA
2-s2.0-85012034102,"Midgley G, (2016) Emergence: Complexity and Organization",3,5
2-s2.0-84978350584,"Parthenay K, (2016) Crisis and Institutional Change in Regional Int...",3,1
2-s2.0-84983728044,"Johnson F et al., (2016) Wildlife Society Bulletin",3,2
2-s2.0-84953635512,"Vissers G & Dankbaar B, (2016) Regional Studies",4,3
2-s2.0-85010701095,"Mikhaylov A, (2016) International Journal of Economic Research",4,3
2-s2.0-84994850444,"Birch K, (2016) Innovation, Regional Development and the Life S...",4,4
2-s2.0-85018598016,"Wachsmuth D, (2016) Critique of Urbanization: Selected Essays",4,2
2-s2.0-84976546606,"Mitchell D, (2016) International Journal of Art and Design Education",5,1
2-s2.0-85038081497,"Ratner S & Ratner P, (2016) Region",2,5
2-s2.0-85016338883,"Knudsen J & Lafferty W, (2016) Research Handbook on Fundamental Concepts of En...",3,1
2-s2.0-84995422339,"Holden M et al., (2016) Articulo - Journal of Urban Research",2,1
2-s2.0-84977155397,"Gastrow M et al., (2016) Development Southern Africa",1,1
2-s2.0-84961843086,"Wang S, (2016) Energy Research and Social Science",5,1
2-s2.0-84988984141,"Blaxekjaer L, (2016) International Relations of the Asia-Pacific",5,1
2-s2.0-84930355183,"Ostergaard-Nielsen E & Acebillo-Baque M, (2016) Population, Space and Place",4,5
2-s2.0-84957831326,"Konerman M et al., (2016) Journal of the American College of Cardiology",1,2
2-s2.0-85044479860,"Bornemann B et al., (2016) Urban Planning",2,3
2-s2.0-84962034515,"Bawden R, (2016) South African Review of Sociology",3,4
2-s2.0-84994442659,"Gargiulo C et al., (2016) Architecture, City and Environment",NA,NA
2-s2.0-84976580125,"Nagarkar M & Raulund-Rasmussen K, (2016) Ecology and Society",3,2
2-s2.0-85006488617,"Haley B, (2016) Canadian Public Policy",1,1
2-s2.0-84958745243,"Choi H, (2016) Regional Environmental Change",2,1
2-s2.0-84981299148,"Jin W & Zhang Z, (2016) Resource and Energy Economics",6,1
2-s2.0-84967144592,"Alberdi-Pons X et al., (2016) Innovation Drivers and Regional Innovation Stra...",4,3
2-s2.0-84984851213,"Hodgson E et al., (2016) Biofuels, Bioproducts and Biorefining",2,5
2-s2.0-84961203103,"Lempriere M, (2016) Environmental Politics",3,1
2-s2.0-84953923706,"Shutters S et al., (2016) Environment and Planning B: Planning and Design",4,2
2-s2.0-84949626727,"Graafland J et al., (2016) Journal of Environmental Planning and Management",2,1
2-s2.0-85007342826,"Mazzocchi F, (2016) World Futures",3,2
2-s2.0-84966707656,"Fischer F, (2016) Critical Policy Studies",3,1
2-s2.0-84949539779,"Blom-Hansen J et al., (2016) Local Government Studies",3,1
2-s2.0-84967663220,"Rydin Y & Tate L, (2016) Actor Networks of Planning: Exploring the Influ...",3,1
2-s2.0-84994508599,"Sausman C et al., (2016) Policy and politics",3,1
2-s2.0-84942816252,"Rasiah R & Xiao Shan Y, (2016) Asia Pacific Business Review",1,1
2-s2.0-85006141563,"Domanski B et al., (2016) International Journal of Automotive Technology ...",2,4
2-s2.0-85007413408,"Donga G et al., (2016) Problems and Perspectives in Management",4,2
2-s2.0-84948414685,"Kirkels A, (2016) Technological Forecasting and Social Change",2,2
2-s2.0-84979201220,"Molina Camacho F, (2016) Geoforum",3,3
2-s2.0-85008323151,"Watts M, (2016) Erde",3,2
2-s2.0-84987817817,"Ramdas K, (2016) Environment and Planning D: Society and Space",NA,NA
2-s2.0-85043252562,"Boffa F et al., (2016) Energy Journal",6,1
2-s2.0-85006427658,"Madlener R & Turner K, (2016) Rethinking Climate and Energy Policies: New Per...",5,5
2-s2.0-84990063417,"Lewandowska M, (2016) Comparative Economic Research",6,1
2-s2.0-84975263378,"Bergen J, (2016) Ethics, Policy and Environment",5,4
2-s2.0-84967693295,"Nicholson S, (2016) Reimagining Climate Change",3,4
2-s2.0-85013902622,"Pettit J, (2016) IDS Bulletin",3,7
2-s2.0-84960289769,"Chilvers J & Kearnes M, (2016) Remaking Participation: Science, Environment an...",3,4
2-s2.0-85013883743,"Scott-Villiers P & Oosterom M, (2016) IDS Bulletin",3,7
2-s2.0-84976277560,"Phillips J & Whiting K, (2016) Resources Policy",3,4
2-s2.0-84983776612,"Lin A, (2016) Minnesota Law Review",3,4
2-s2.0-84984806953,"Horne R et al., (2016) Environmental Science and Policy",5,4
2-s2.0-85013029097,"McKague F et al., (2016) New Zealand Sociology",5,3
2-s2.0-84969821588,"Belyi A, (2016) Energy Policy",5,2
2-s2.0-84977951544,"Brear M et al., (2016) Energy",2,5
2-s2.0-85006469950,"Hertig Y & Teufel S, (2016) Journal of Electronic Science and Technology",2,6
2-s2.0-84994045660,"Xie Z et al., (2016) Energy and Buildings",NA,NA
2-s2.0-84964627088,"Gallego-Bono J & Chaves-Avila R, (2016) Journal of Business Research",1,1
2-s2.0-84959440681,"Haarstad H & Rusten G, (2016) Environment and Planning C: Government and Policy",2,1
2-s2.0-84964652332,"Hoes A et al., (2016) Environmental Innovation and Societal Transitions",2,1
2-s2.0-84996614695,"Zhu S & Pickles J, (2016) Geografiska Annaler, Series B: Human Geography",4,2
2-s2.0-84979208471,"Gamble A, (2016) Political Studies Review",NA,NA
2-s2.0-85022005430,"Rayner T & Jordan A, (2016) The European Union in International Climate Cha...",NA,NA
2-s2.0-84994508074,"Toke D & Baker K, (2016) Policy and politics",3,1
2-s2.0-84984941644,"Flynn D, (2016) Energy Research and Social Science",2,1
2-s2.0-84955473351,"Mittlefehldt S, (2016) Energy Research and Social Science",2,2
2-s2.0-84984950418,"Elliott D, (2016) Science as Culture",2,6
2-s2.0-84975883436,"Fuss S, (2016) Nature Climate Change",NA,NA
2-s2.0-84986277600,"Martinez V & Castillo O, (2016) Energy Research and Social Science",5,2
2-s2.0-84953259021,"Hao Y et al., (2016) Habitat International",NA,NA
2-s2.0-84978920183,"van Ruijven B, (2016) Climatic Change",6,4
2-s2.0-84979966779,"De Cian E et al., (2016) Environmental Research Letters",6,4
2-s2.0-85024870425,"Cordell D et al., (2016) Transdisciplinary Research and Practice for Sus...",3,2
2-s2.0-84978685254,"Yandle T et al., (2016) Nonprofit and Voluntary Sector Quarterly",3,2
2-s2.0-84982747994,"Karkanias C et al., (2016) Waste and Biomass Valorization",NA,NA
2-s2.0-84959461977,"Jayaratne K, (2016) Journal of Extension",NA,NA
2-s2.0-84962068221,"Kanwar P et al., (2016) Society and Natural Resources",3,2
2-s2.0-85020609446,"Te Kulve H & Konrad K, (2017) Embedding New Technologies into Society: A Regu...",2,4
2-s2.0-84986237308,"Kedron P & Bagchi-Sen S, (2017) Technology Analysis and Strategic Management",2,5
2-s2.0-84982291316,"de Almeida M & de Melo M, (2017) Technology Analysis and Strategic Management",2,4
2-s2.0-85029669827,"Chang R et al., (2017) Engineering, Construction and Architectural Man...",2,3
2-s2.0-85017630721,"Ratner S & Klochkov V, (2017) International Journal of Energy Economics and P...",1,1
2-s2.0-85020282183,"Blomkvist P & Nilsson D, (2017) Water Alternatives",2,1
2-s2.0-85042478346,"Pyka A & Prettner K, (2017) Bioeconomy: Shaping the Transition to a Sustain...",1,1
2-s2.0-85018723285,"Houman Andersen P et al., (2017) Competition and Change",1,2
2-s2.0-84979247983,"Dosi G et al., (2017) Small Business Economics",1,3
2-s2.0-85026503992,"Muhlemeier S et al., (2017) GAIA",2,3
2-s2.0-85027736453,"Kronenberg J et al., (2017) Urban Sustainability Transitions",2,3
2-s2.0-85021106622,"Southerton D & Evans D, (2017) Routledge Handbook on Consumption",5,2
2-s2.0-85019852938,"Jonas M et al., (2017) Methodological Reflections on Practice Oriented...",5,1
2-s2.0-85027710288,"Pfeiffer C et al., (2017) Sustainability (Switzerland)",5,1
2-s2.0-85019937555,"Halkier B, (2017) Methodological Reflections on Practice Oriented...",5,1
2-s2.0-85045360696,"Horne R, (2017) Housing Sustainability in Low Carbon Cities",5,3
2-s2.0-85036519846,"Meadowcroft J & Fiorino D, (2017) Conceptual Innovation in Environmental Policy",3,1
2-s2.0-85012060331,"Zhang W, (2017) Journal of Chinese Economic and Business Studies",1,2
2-s2.0-85026704875,"Leeuwis C & Wigboldus S, (2017) Sustainable Intensification in Smallholder Agri...",5,4
2-s2.0-85014873820,"Bryden J & Gezelius S, (2017) Innovation and Development",1,1
2-s2.0-84949256631,"Islam N & Ozcan S, (2017) R and D Management",1,1
2-s2.0-85019936276,"Iizuka M & Gebreeyesus M, (2017) European Journal of Development Research",4,1
2-s2.0-85026748940,"Isgren E & Ness B, (2017) Sustainability (Switzerland)",2,1
2-s2.0-85027777930,"Wolfram M, (2017) Urban Sustainability Transitions",5,1
2-s2.0-85040185631,"Kim H, (2017) International Journal of Economic Research",1,2
2-s2.0-85016287464,"Edman J & Ahmadjian C, (2017) Research in the Sociology of Organizations",7,2
2-s2.0-84981715597,"Haddad C & Uriona Maldonado M, (2017) Technological Forecasting and Social Change",2,5
2-s2.0-85030253871,"Jankowska B et al., (2017) Comparative Economic Research",1,1
2-s2.0-85009752511,"Fung H & Wong C, (2017) Technological Forecasting and Social Change",1,1
2-s2.0-85015454854,"Osunmuyiwa O & Kalfagianni A, (2017) Energy Research and Social Science",2,1
2-s2.0-85015077342,"Lonnqvist T et al., (2017) Energy Policy",2,1
2-s2.0-85013276232,"Schmitt A & Van Biesebroeck J, (2017) International Journal of Automotive Technology ...",1,2
2-s2.0-85045687185,"Howlett M et al., (2017) Policy and Society",3,1
2-s2.0-85016278005,"Almandoz J et al., (2017) Research in the Sociology of Organizations",7,2
2-s2.0-85014067010,"De Vet E, (2017) Weather, Climate, and Society",5,3
2-s2.0-85000786610,"Zhang Z et al., (2017) Building Research and Information",NA,NA
2-s2.0-85015886215,"Koehrsen J, (2017) Sustainability (Switzerland)",2,1
2-s2.0-85034213751,"El Bassam N, (2017) Water, Energy and Food Sustainability in the Mi...",NA,NA
2-s2.0-84989261694,"Heinrichs H & Schuster F, (2017) Local Environment",3,4
2-s2.0-85026561108,"Sharp L, (2017) Reconnecting People and Water: Public Engagemen...",5,3
2-s2.0-85030555230,"Cipolla C et al., (2017) Ecology and Society",2,1
2-s2.0-85027508927,"Ockwell D et al., (2017) Making Climate Compatible Development Happen",5,2
2-s2.0-84996553946,"Castan Broto V & Westman L, (2017) Local Environment",4,5
2-s2.0-85034865266,"Westskog H et al., (2017) Weather, Climate, and Society",3,2
2-s2.0-85032877880,"Keeler L et al., (2017) Sustainability (United States)",4,5
2-s2.0-85032366840,"Gastrow M et al., (2017) Innovation and Development",2,1
2-s2.0-85030548095,"Hong C et al., (2017) International Journal of Energy Economics and P...",1,3
2-s2.0-85011286255,"Wenger K et al., (2017) Water (Switzerland)",3,2
2-s2.0-85042716045,"Reyhani M et al., (2017) Handbook of Drought and Water Scarcity: Environ...",3,2
2-s2.0-85030557846,"Ayre M & Nettle R, (2017) Ecology and Society",3,2
2-s2.0-85042359993,"Hoekstra A et al., (2017) Complexity",2,5
2-s2.0-85021796028,"Padfield S, (2017) Healthcare Papers",NA,NA
2-s2.0-85019871416,"Martin H & Martin R, (2017) Environment and Planning C: Government and Policy",4,2
2-s2.0-85027053577,"Chughtai S & Blanchet K, (2017) Health Policy and Planning",3,5
2-s2.0-85028692820,"Layzer J & Schulman A, (2017) Conceptual Innovation in Environmental Policy",3,2
2-s2.0-85017345134,"Bulkley K & Gottlieb J, (2017) Teachers College Record",3,1
2-s2.0-85032004765,"Hellstrom T et al., (2017) Science and Public Policy",3,1
2-s2.0-85019087900,"Roll S et al., (2017) Journal of Public and Nonprofit Affairs",3,1
2-s2.0-85021826932,"Van Poeck K et al., (2017) International Journal of Global Warming",3,4
2-s2.0-85018675190,"Moreira M et al., (2017) Ciencia e Saude Coletiva",3,1
2-s2.0-85020998592,"Halvorsen R et al., (2017) The Changing Disability Policy System: Active C...",NA,NA
2-s2.0-85026221332,"Huybrechts L & van de Weijer M, (2017) Perspectives on Research Assessment in Architec...",2,2
2-s2.0-85036514344,"Meadowcroft J & Fiorino D, (2017) Conceptual Innovation in Environmental Policy",3,1
2-s2.0-85020073508,"Anisimov A et al., (2017) Problemy Ekorozwoju",NA,NA
2-s2.0-85018882910,"Siewe S et al., (2017) Land",3,3
2-s2.0-85018784111,"Brown K & Hess D, (2017) Water Policy",2,1
2-s2.0-85020963368,"Chilvers J, (2017) The Professionalization of Public Participation",3,4
2-s2.0-85036527374,"Meadowcroft J, (2017) Conceptual Innovation in Environmental Policy",3,1
2-s2.0-85048052854,"Preston C, (2017) Ethics and International Affairs",NA,NA
2-s2.0-84992476948,"Manocha N & Joon Chuah C, (2017) International Journal of Water Resources Develo...",3,4
2-s2.0-85006976989,"Scolozzi R & Geneletti D, (2017) Science of the Total Environment",3,5
2-s2.0-85021988089,"Haas W & Andarge H, (2017) Sustainability (Switzerland)",3,4
2-s2.0-85040653371,"Gordon A et al., (2017) Ecology and Society",2,1
2-s2.0-85014336565,"Reed R et al., (2017) Health Research Policy and Systems",7,3
2-s2.0-85006427472,"Xie Z et al., (2017) Ecological Indicators",NA,NA
2-s2.0-85032569648,"Wink R et al., (2017) Cambridge Journal of Regions, Economy and Society",4,2
2-s2.0-85045645795,"Martin R & Trippl M, (2017) Geografiska Annaler, Series B: Human Geography",4,1
2-s2.0-85032589667,"Evenhuis E, (2017) Cambridge Journal of Regions, Economy and Society",4,2
2-s2.0-85009518359,"Trommler M et al., (2017) Chemical Engineering and Technology",NA,NA
2-s2.0-85030783922,"Saracevic E et al., (2017) Chemical Engineering Transactions",NA,NA
2-s2.0-85033467923,"Tanaka Y et al., (2017) Social Sciences",3,1
2-s2.0-85018402280,"Van Uytvanck P et al., (2017) ACS Sustainable Chemistry and Engineering",NA,NA
2-s2.0-85021406732,"Allen N, (2017) British Politics",NA,NA
